Región de Atacama;Vallenar;Generadora Michay SpA.;Planta Solar Fotovoltaica Michay;Solar;11;12.6;9;5
Región de La Araucanía;Loncoche;ENERGIA RENOVABLE MAGENTA SPA;Parque Fotovoltaico La Escuela;Solar;8;6.0;396;5
Región del Biobío;Arauco;FORESTAL R y R LTDA;Parque eólico Las Peñas;Eólica;20;9.0;72;16
Región del Libertador Gral. Bernardo O’Higgins;Rengo;ARICA SOLAR 2 S.A;Proyecto Parque Solar Tricahue;Solar;9;9.0;96;4
Región Metropolitana de Santiago;Til-Til;Samantha Solar SpA;Parque Solar Samantha;Solar;160;80.94;260;5
Región de Magallanes y de la Antártica Chilena;Punta Arenas;Eólica Faro del Sur S.P.A;Parque Eólico Faro del Sur;Eólica;500;384.0;276;13
Región de Ñuble;Quirihue;Parque Solar Alcaldesa SpA;Parque Fotovoltaico Alcaldesa;Solar;7;7.113;272;3
Región Metropolitana de Santiago;Til-Til;Agrícola Tapial Limitada;ATLAS;Solar;400;195.0;481;3
Región de Valparaíso;Zapallar;La Tonada SpA;PLANTA SOLAR LA TONADA;Solar;11.2;7.3;215;5
Región de Arica y Parinacota;Arica-Camarones;Engie Energía Chile S.A.;Modificación Planta Solar Fotovoltaica Pampa Camarones;Solar;210;358.7;570;5
Región de Atacama;Copiapó;CMS SPVIII SpA;Parque Fotovoltaico Los Llanos;Solar;12.6;12.6;132;4
Región del Libertador Gral. Bernardo O’Higgins;Las Cabras;OPDE CHILE SPA;Proyecto Parque Fotovoltaico Albatros;Solar;10;8.8;42;4
Región de Valparaíso;Juan Fernández;Ilustre Municipalidad de Juan Fernández;Construcción Planta  Generación Eólica Isla Robinson Crusoe;Eólica;1.2;0.3;100;9
Región del Maule;Teno;Teno Solar II S.p.A.;Planta Fotovoltaica Teno Solar II;Solar;10;11.0;119;5
Región de Los Lagos;Chonchi;Maderas Tantauco S.A.;Hidroeléctrica de Pasada Collil;Hidro;12.5;6.17;60;4
Región del Libertador Gral. Bernardo O’Higgins;Marchihue;Portezuelo SpA;Parque Solar Portezuelo;Solar;146;121.0;270;3
Región de La Araucanía;Freire;ENERGIA RENOVABLE ZAFIRO SPA;Parque Fotovoltaico Bellavista;Solar;11;11.04;315;3
